x,y
0.0,0.12016790914444042
0.0009775171065493646,0.12016773541926973
0.0019550342130987292,0.12016734867001733
0.002932551319648094,0.12016674882293632
0.0039100684261974585,0.12016593580434998
0.004887585532746823,0.12016490954065218
0.005865102639296188,0.1201636699583094
0.006842619745845552,0.12016221698385798
0.007820136852394917,0.12016055054390673
0.00879765395894428,0.12015867056513574
0.009775171065493646,0.12015657697429638
0.010752688172043012,0.12015426969821241
0.011730205278592375,0.12015174866377898
0.012707722385141739,0.12014901379796394
0.013685239491691105,0.12014606502780656
0.01466275659824047,0.1201429022804189
0.015640273704789834,0.12013952548298479
0.016617790811339198,0.12013593456276139
0.01759530791788856,0.12013212944707785
0.01857282502443793,0.12012811006333657
0.019550342130987292,0.12012387633901211
0.020527859237536656,0.12011942820165256
0.021505376344086023,0.12011476557887935
0.022482893450635387,0.1201098883983861
0.02346041055718475,0.1201047965879406
0.024437927663734114,0.1200994900753839
0.025415444770283478,0.12009396878863055
0.026392961876832845,0.12008823265566904
0.02737047898338221,0.12008228160456147
0.028347996089931573,0.12007611556344366
0.02932551319648094,0.12006973446052605
0.030303030303030304,0.12006313822409254
0.03128054740957967,0.12005632678250167
0.03225806451612903,0.1200493000641869
0.033235581622678395,0.120042057997655
0.03421309872922776,0.12003460051148895
0.03519061583577712,0.1200269275343454
0.03616813294232649,0.12001903899495614
0.03714565004887586,0.12001093482212821
0.03812316715542522,0.12000261494474318
0.039100684261974585,0.11999407929175865
0.04007820136852395,0.1199853277922075
0.04105571847507331,0.11997636037519788
0.042033235581622676,0.11996717696991299
0.043010752688172046,0.11995777750561343
0.04398826979472141,0.11994816191163393
0.044965786901270774,0.11993833011738608
0.04594330400782014,0.11992828205235795
0.0469208211143695,0.11991801764611298
0.047898338220918865,0.11990753682829114
0.04887585532746823,0.11989683952860952
0.04985337243401759,0.11988592567686174
0.050830889540566956,0.11987479520291766
0.05180840664711633,0.119863448036724
0.05278592375366569,0.11985188410830538
0.053763440860215055,0.11984010334776207
0.05474095796676442,0.11982810568527313
0.05571847507331378,0.11981589105109391
0.056695992179863146,0.11980345937555781
0.05767350928641251,0.11979081058907581
0.05865102639296188,0.1197779446221362
0.059628543499511244,0.11976486140530562
0.06060606060606061,0.11975156086922878
0.06158357771260997,0.11973804294462786
0.06256109481915934,0.11972430756230412
0.0635386119257087,0.11971035465313695
0.06451612903225806,0.1196961841480838
0.06549364613880743,0.11968179597818118
0.06647116324535679,0.1196671900745444
0.06744868035190615,0.11965236636836751
0.06842619745845552,0.1196373247909236
0.06940371456500488,0.11962206527356467
0.07038123167155425,0.11960658774772293
0.07135874877810362,0.1195908921449087
0.07233626588465299,0.11957497839671305
0.07331378299120235,0.11955884643480552
0.07429130009775171,0.11954249619093671
0.07526881720430108,0.11952592759693592
0.07624633431085044,0.11950914058471362
0.0772238514173998,0.11949213508625967
0.07820136852394917,0.11947491103364405
0.07917888563049853,0.11945746835901849
0.0801564027370479,0.1194398069946141
0.08113391984359726,0.119421926872743
0.08211143695014662,0.11940382792579818
0.08308895405669599,0.11938551008625398
0.08406647116324535,0.11936697328666468
0.08504398826979472,0.11934821745966728
0.08602150537634409,0.11932924253797905
0.08699902248289346,0.11931004845439963
0.08797653958944282,0.11929063514180926
0.08895405669599218,0.11927100253317091
0.08993157380254155,0.11925115056152857
0.09090909090909091,0.11923107916000897
0.09188660801564028,0.11921078826182063
0.09286412512218964,0.11919027780025493
0.093841642228739,0.11916954770868382
0.09481915933528837,0.11914859792056476
0.09579667644183773,0.11912742836943513
0.0967741935483871,0.11910603898891736
0.09775171065493646,0.11908442971271482
0.09872922776148582,0.11906260047461548
0.09970674486803519,0.11904055120848966
0.10068426197458455,0.11901828184829133
0.10166177908113391,0.11899579232805846
0.10263929618768329,0.11897308258191153
0.10361681329423265,0.11895015254405605
0.10459433040078202,0.11892700214877994
0.10557184750733138,0.11890363133045712
0.10654936461388075,0.1188800400235438
0.10752688172043011,0.11885622816258135
0.10850439882697947,0.11883219568219572
0.10948191593352884,0.11880794251709692
0.1104594330400782,0.11878346860208033
0.11143695014662756,0.11875877387202538
0.11241446725317693,0.11873385826189697
0.11339198435972629,0.1187087217067454
0.11436950146627566,0.11868336414170588
0.11534701857282502,0.1186577855019989
0.11632453567937438,0.11863198572293032
0.11730205278592376,0.1186059647398926
0.11827956989247312,0.1185797224883628
0.11925708699902249,0.11855325890390478
0.12023460410557185,0.11852657392216837
0.12121212121212122,0.11849966747888929
0.12218963831867058,0.11847253950988956
0.12316715542521994,0.11844518995107878
0.1241446725317693,0.1184176187384518
0.12512218963831867,0.11838982580809054
0.12609970674486803,0.11836181109616473
0.1270772238514174,0.11833357453893034
0.12805474095796676,0.11830511607273131
0.12903225806451613,0.11827643563399715
0.1300097751710655,0.11824753315924719
0.13098729227761485,0.11821840858508681
0.13196480938416422,0.11818906184820965
0.13294232649071358,0.11815949288539751
0.13391984359726294,0.11812970163351966
0.1348973607038123,0.11809968802953408
0.13587487781036167,0.11806945201048669
0.13685239491691104,0.11803899351351221
0.1378299120234604,0.11800831247583388
0.13880742913000976,0.11797740883476349
0.13978494623655913,0.117946282527702
0.1407624633431085,0.11791493349213933
0.14173998044965788,0.11788336166565427
0.14271749755620725,0.11785156698591548
0.1436950146627566,0.11781954939068084
0.14467253176930597,0.11778730881779798
0.14565004887585534,0.11775484520520363
0.1466275659824047,0.1177221584909256
0.14760508308895406,0.11768924861308039
0.14858260019550343,0.1176561155098762
0.1495601173020528,0.11762275911961007
0.15053763440860216,0.11758917938067048
0.15151515151515152,0.11755537623153611
0.15249266862170088,0.11752134961077698
0.15347018572825025,0.11748709945705327
0.1544477028347996,0.11745262570911652
0.15542521994134897,0.11741792830580988
0.15640273704789834,0.1173830071860672
0.1573802541544477,0.11734786228891403
0.15835777126099707,0.11731249355346784
0.15933528836754643,0.11727690091893794
0.1603128054740958,0.1172410843246251
0.16129032258064516,0.11720504370992235
0.16226783968719452,0.1171687790143151
0.16324535679374388,0.11713229017738114
0.16422287390029325,0.1170955771387906
0.1652003910068426,0.11705863983830667
0.16617790811339198,0.11702147821578468
0.16715542521994134,0.1169840922111739
0.1681329423264907,0.11694648176451583
0.16911045943304007,0.11690864681594582
0.17008797653958943,0.11687058730569166
0.1710654936461388,0.11683230317407667
0.17204301075268819,0.11679379436151593
0.17302052785923755,0.11675506080851927
0.1739980449657869,0.11671610245569009
0.17497556207233628,0.11667691924372658
0.17595307917888564,0.11663751111342102
0.176930596285435,0.11659787800566002
0.17790811339198437,0.11655801986142467
0.17888563049853373,0.11651793662179122
0.1798631476050831,0.11647762822792995
0.18084066471163246,0.11643709462110807
0.18181818181818182,0.11639633574268593
0.1827956989247312,0.11635535153412035
0.18377321603128055,0.11631414193696343
0.18475073313782991,0.1162727068928634
0.18572825024437928,0.1162310463435633
0.18670576735092864,0.11618916023090298
0.187683284457478,0.11614704849681834
0.18866080156402737,0.11610471108334142
0.18963831867057673,0.11606214793260039
0.1906158357771261,0.11601935898682048
0.19159335288367546,0.11597634418832381
0.19257086999022482,0.11593310347952857
0.1935483870967742,0.11588963680295072
0.19452590420332355,0.11584594410120341
0.19550342130987292,0.11580202531699701
0.19648093841642228,0.11575788039313883
0.19745845552297164,0.11571350927253476
0.198435972629521,0.11566891189818851
0.19941348973607037,0.11562408821320058
0.20039100684261973,0.1155790381607712
0.2013685239491691,0.11553376168419749
0.20234604105571846,0.11548825872687585
0.20332355816226783,0.11544252923230103
0.20430107526881722,0.11539657314406682
0.20527859237536658,0.11535039040586559
0.20625610948191594,0.1153039809614883
0.2072336265884653,0.11525734475482663
0.20821114369501467,0.11521048172987014
0.20918866080156404,0.11516339183070823
0.2101661779081134,0.11511607500153109
0.21114369501466276,0.1150685311866273
0.21212121212121213,0.115020760330386
0.2130987292277615,0.11497276237729748
0.21407624633431085,0.11492453727195018
0.21505376344086022,0.11487608495903512
0.21603128054740958,0.11482740538334335
0.21700879765395895,0.11477849848976607
0.2179863147605083,0.11472936422329616
0.21896383186705767,0.1146800025290271
0.21994134897360704,0.11463041335215385
0.2209188660801564,0.11458059663797349
0.22189638318670576,0.1145305523318837
0.22287390029325513,0.1144802803793844
0.2238514173998045,0.11442978072607723
0.22482893450635386,0.11437905331766607
0.22580645161290322,0.11432809809995681
0.22678396871945258,0.1142769150188584
0.22776148582600195,0.11422550402038112
0.2287390029325513,0.11417386505063942
0.22971652003910067,0.11412199805585
0.23069403714565004,0.1140699029823321
0.2316715542521994,0.1140175797765085
0.23264907135874877,0.11396502838490619
0.23362658846529813,0.1139122487541544
0.23460410557184752,0.11385924083098653
0.23558162267839688,0.11380600456224055
0.23655913978494625,0.11375253989485734
0.2375366568914956,0.1136988467758826
0.23851417399804498,0.11364492515246638
0.23949169110459434,0.11359077497186265
0.2404692082111437,0.11353639618143097
0.24144672531769307,0.11348178872863512
0.24242424242424243,0.11342695256104396
0.2434017595307918,0.11337188762633188
0.24437927663734116,0.11331659387227766
0.24535679374389052,0.11326107124676721
0.24633431085043989,0.11320531969778991
0.24731182795698925,0.11314933917344316
0.2482893450635386,0.11309312962192897
0.24926686217008798,0.11303669099155578
0.25024437927663734,0.11298002323073864
0.2512218963831867,0.11292312628799872
0.25219941348973607,0.11286600011196446
0.25317693059628543,0.1128086446513702
0.2541544477028348,0.11275105985505773
0.25513196480938416,0.11269324567197658
0.2561094819159335,0.11263520205118227
0.2570869990224829,0.11257692894183968
0.25806451612903225,0.11251842629321906
0.2590420332355816,0.11245969405470024
0.260019550342131,0.11240073217577029
0.26099706744868034,0.11234154060602475
0.2619745845552297,0.1122821192951674
0.26295210166177907,0.11222246819300985
